age,dependents,work_experience,monthly_income,annual_income,existing_loans,existing_emi,savings,assets,cibil_score,loan_amount,interest_rate,loan_tenure,dti_ratio,loan_to_income_ratio,gender,marital_status,education,occupation,loan_type,default,gender_enc,marital_enc,education_enc,occupation_enc,loan_type_enc
53,1,16.41435449457103,35481.47,425777.62,4,6566.73,348385.01,756595.35,805,742680.3,12.0,60,0.1851,1.7443,Male,Married,Post Graduate,Government,Home Loan,0,1,1,3,1,4
53,0,5.247861127281217,94270.74,1131248.88,4,35270.59,2191018.92,3380195.29,357,435145.36,12.79,60,0.3741,0.3847,Female,Divorced,Graduate,Student,Vehicle Loan,1,0,0,0,4,6
39,2,14.026292465143387,31181.75,374180.96,3,13506.27,546774.42,1545501.08,759,281285.21,7.7,24,0.4331,0.7517,Male,Married,PhD,Government,Agricultural Loan,0,1,1,2,1,0
23,0,4.501091124733486,63870.48,766445.75,2,23847.16,1073341.85,5200702.88,427,564800.5,11.75,240,0.3734,0.7369,Female,Divorced,Post Graduate,Government,Education Loan,1,0,0,3,1,2
30,4,19.007566383045464,21864.08,262368.92,3,7067.29,138558.11,489643.24,385,444672.22,8.86,36,0.3232,1.6948,Female,Single,Post Graduate,Self-employed,Personal Loan,1,0,2,3,3,5
60,4,9.727541716913702,16813.11,201757.35,1,6438.58,233166.71,833782.67,403,162846.84,12.5,120,0.383,0.8071,Female,Married,High School,Self-employed,Agricultural Loan,1,0,1,1,3,0
62,2,25.770434416217814,47682.33,572187.92,2,17606.64,438922.47,1617870.43,442,405525.79,13.7,60,0.3692,0.7087,Male,Divorced,Graduate,Self-employed,Gold Loan,1,1,0,0,3,3
21,3,10.307328900660181,104127.09,1249525.05,3,24769.22,679391.25,787445.37,504,512138.0,13.31,60,0.2379,0.4099,Male,Single,High School,Student,Personal Loan,1,1,2,1,4,5
49,4,8.605016766366301,41166.19,493994.33,1,6912.86,889095.22,2473995.65,337,288650.91,7.8,48,0.1679,0.5843,Female,Divorced,Post Graduate,Government,Education Loan,0,0,0,3,1,2
54,4,14.738123893641431,59634.44,715613.23,0,8431.73,585167.89,766738.48,662,927828.37,9.59,84,0.1414,1.2966,Female,Single,High School,Student,Personal Loan,0,0,2,1,4,5
33,3,5.259861203568552,89060.81,1068729.69,1,30251.97,668321.63,1512702.78,608,651259.43,9.55,120,0.3397,0.6094,Female,Divorced,PhD,Student,Personal Loan,0,0,0,2,4,5
21,1,6.114183837304292,35528.19,426338.3,4,17041.17,796882.03,3415752.02,351,354456.53,7.86,120,0.4797,0.8314,Male,Divorced,PhD,Business,Personal Loan,1,1,0,2,0,5
54,2,23.49438226236607,33148.81,397785.69,2,9630.64,183610.16,665601.47,300,492337.55,7.69,180,0.2905,1.2377,Male,Divorced,High School,Salaried,Vehicle Loan,1,1,0,1,2,6
49,1,14.916762080906755,48206.69,578480.24,3,21994.94,874787.94,4358447.89,310,327367.76,9.69,60,0.4563,0.5659,Female,Married,PhD,Business,Gold Loan,1,0,1,2,0,3
33,0,6.1902583231394805,53637.91,643654.98,3,381.62,858913.82,1450377.07,513,369741.02,13.94,120,0.0071,0.5744,Male,Single,Graduate,Salaried,Home Loan,1,1,2,0,2,4
49,3,0.9456842171846891,15687.43,188249.14,4,6231.6,347808.21,900203.09,855,380785.37,10.98,48,0.3972,2.0228,Female,Single,High School,Business,Agricultural Loan,0,0,2,1,0,0
59,2,13.994323728880527,43366.19,520394.28,2,18508.75,873268.61,3701402.16,817,107354.48,11.35,240,0.4268,0.2063,Male,Single,Graduate,Government,Agricultural Loan,0,1,2,0,1,0
44,3,22.27890391210099,36300.66,435607.9,2,11452.75,625162.31,1164531.36,714,452218.55,10.3,60,0.3155,1.0381,Female,Married,PhD,Student,Gold Loan,0,0,1,2,4,3
46,3,10.535701925729965,22613.19,271358.29,4,10561.05,186222.98,300729.14,307,570730.83,11.64,36,0.467,2.1032,Female,Married,High School,Business,Education Loan,1,0,1,1,0,2
37,1,7.438928090042362,34825.8,417909.6,2,10272.1,431773.31,1170300.05,304,3169849.89,13.7,60,0.295,7.585,Female,Single,High School,Business,Agricultural Loan,1,0,2,1,0,0
27,1,11.891386814660212,18048.27,216579.24,4,2170.64,410118.1,1039610.81,661,629012.54,11.12,240,0.1203,2.9043,Female,Married,Post Graduate,Government,Home Loan,0,0,1,3,1,4
33,0,28.773886343566215,14668.29,176019.49,1,1582.1,22496.18,110699.73,411,262410.97,7.46,180,0.1079,1.4908,Female,Married,Graduate,Student,Business Loan,1,0,1,0,4,1
25,2,12.694862820543417,37801.68,453620.22,4,10505.77,728424.55,2057803.81,572,119056.07,10.45,12,0.2779,0.2625,Male,Single,Post Graduate,Salaried,Vehicle Loan,1,1,2,3,2,6
46,3,7.789142625767874,62395.36,748744.34,3,28280.2,423766.71,1883128.31,721,190033.81,13.95,60,0.4532,0.2538,Male,Divorced,Post Graduate,Business,Home Loan,0,1,0,3,0,4
23,0,17.07727619982517,29484.66,353815.97,0,1066.87,154953.4,705326.51,564,296726.84,9.71,84,0.0362,0.8386,Male,Divorced,PhD,Salaried,Home Loan,1,1,0,2,2,4
27,3,24.32231225297807,20405.55,244866.66,1,6166.46,129395.01,211106.26,757,300990.09,11.16,24,0.3022,1.2292,Female,Single,Graduate,Self-employed,Home Loan,0,0,2,0,3,4
59,0,0.6699689407016562,22400.1,268801.21,3,8621.84,53183.95,205354.89,511,365879.16,7.75,84,0.3849,1.3612,Male,Married,Graduate,Business,Personal Loan,1,1,1,0,0,5
21,3,16.74305058687284,50481.73,605780.73,1,2912.85,1202249.39,2537261.44,377,320665.54,7.99,240,0.0577,0.5293,Male,Married,PhD,Student,Education Loan,1,1,1,2,4,2
37,1,25.08937233668844,98758.34,1185100.08,3,5765.99,2074615.48,2860803.2,520,367794.61,13.12,48,0.0584,0.3103,Female,Single,PhD,Self-employed,Business Loan,1,0,2,2,3,1
63,4,6.468712689876375,57657.39,691888.69,2,10554.99,748640.12,3367996.89,668,315575.23,9.1,36,0.1831,0.4561,Female,Single,Graduate,Self-employed,Vehicle Loan,0,0,2,0,3,6
45,0,27.650489385043997,79258.91,951106.94,4,10853.76,1382859.81,3000435.41,646,448979.54,9.14,240,0.1369,0.4721,Female,Single,PhD,Business,Business Loan,0,0,2,2,0,1
23,0,17.330868630521703,19368.94,232427.22,3,1920.57,267324.1,636622.38,324,214760.81,9.71,24,0.0992,0.924,Female,Single,Graduate,Business,Education Loan,1,0,2,0,0,2
35,4,15.501793122664456,34739.83,416877.92,3,3451.3,683204.4,1568607.34,719,161616.88,13.77,240,0.0993,0.3877,Male,Married,PhD,Self-employed,Personal Loan,0,1,1,2,3,5
49,1,28.909845523821733,66917.41,803008.97,2,4372.02,1367095.96,2462388.21,653,365693.49,7.59,24,0.0653,0.4554,Female,Divorced,Post Graduate,Business,Vehicle Loan,0,0,0,3,0,6
63,0,3.8895514560239866,15685.52,188226.27,0,4790.78,99668.63,272894.07,716,626039.85,12.73,36,0.3054,3.326,Female,Single,PhD,Student,Agricultural Loan,0,0,2,2,4,0
52,1,22.20423498516152,24464.44,293573.33,0,8417.31,283156.34,768251.64,814,180731.77,9.39,120,0.3441,0.6156,Female,Married,High School,Student,Business Loan,0,0,1,1,4,1
46,3,24.557138721697996,63908.75,766904.95,4,22461.89,997072.16,2627291.62,514,279377.88,12.95,24,0.3515,0.3643,Female,Single,PhD,Self-employed,Personal Loan,1,0,2,2,3,5
36,3,14.656695518956154,42406.44,508877.25,2,11287.62,996726.81,4649920.94,411,393597.39,13.94,12,0.2662,0.7735,Male,Divorced,High School,Business,Vehicle Loan,0,1,0,1,0,6
45,4,0.19427031360159774,20351.98,244223.75,1,9696.76,339915.82,801863.63,858,386066.47,9.44,240,0.4765,1.5808,Female,Single,Graduate,Self-employed,Vehicle Loan,0,0,2,0,3,6
48,2,15.730095184179579,13650.17,163802.02,3,6009.71,295466.16,331369.92,727,807968.01,7.91,84,0.4403,4.9326,Male,Married,Post Graduate,Student,Gold Loan,1,1,1,3,4,3
29,1,4.605357864821392,81014.96,972179.52,4,38791.22,1657612.84,2840730.74,861,938335.74,8.01,240,0.4788,0.9652,Female,Single,PhD,Business,Personal Loan,0,0,2,2,0,5
21,2,16.87711565071728,10593.22,127118.63,0,2059.3,152409.42,592261.21,515,528403.73,12.31,36,0.1944,4.1568,Male,Divorced,Graduate,Student,Education Loan,1,1,0,0,4,2
49,2,22.158558557164145,53073.72,636884.6,1,23293.61,1143954.78,3847616.89,712,1164188.27,8.01,36,0.4389,1.8279,Female,Married,High School,Business,Agricultural Loan,0,0,1,1,0,0
42,1,15.93214289486652,26375.04,316500.46,2,10060.42,255328.83,1227350.17,679,329319.0,8.82,36,0.3814,1.0405,Female,Married,Post Graduate,Government,Agricultural Loan,0,0,1,3,1,0
36,2,18.924060314613254,68066.54,816798.44,3,11570.39,661846.41,2500283.96,531,866449.1,8.43,24,0.17,1.0608,Female,Divorced,Graduate,Student,Business Loan,1,0,0,0,4,1
61,0,3.1183662099027787,19432.67,233192.06,3,1035.7,368486.39,654788.04,557,270922.95,9.49,84,0.0533,1.1618,Female,Single,Graduate,Salaried,Personal Loan,1,0,2,0,2,5
64,3,2.9113718054736215,174360.34,2092324.09,0,59511.04,713919.17,1058440.05,555,560626.81,7.52,36,0.3413,0.2679,Female,Single,Graduate,Business,Business Loan,0,0,2,0,0,1
61,4,25.528222713167892,46229.77,554757.28,0,3154.08,371409.07,1145068.7,702,740660.99,13.0,60,0.0682,1.3351,Female,Married,Graduate,Government,Personal Loan,0,0,1,0,1,5
27,1,1.479895823803501,51033.7,612404.43,4,7496.23,765360.93,2802025.36,723,462738.21,13.02,60,0.1469,0.7556,Female,Divorced,PhD,Government,Personal Loan,0,0,0,2,1,5
34,4,8.528998913790332,22837.79,274053.42,3,5713.61,243485.25,404805.66,364,204434.77,9.89,36,0.2502,0.746,Male,Married,Graduate,Government,Gold Loan,1,1,1,0,1,3
49,3,28.13089737123168,33522.49,402269.87,3,11395.68,758836.69,2585183.62,489,116070.72,11.28,36,0.3399,0.2885,Male,Married,Graduate,Student,Gold Loan,1,1,1,0,4,3
39,4,13.766013404998057,34048.14,408577.63,3,15768.16,784661.06,3499678.37,472,690746.74,11.49,12,0.4631,1.6906,Female,Divorced,PhD,Salaried,Gold Loan,1,0,0,2,2,3
39,1,20.236157401509864,106685.55,1280226.59,3,31645.07,1339903.3,5239391.34,860,355606.96,12.24,84,0.2966,0.2778,Male,Divorced,High School,Government,Gold Loan,0,1,0,1,1,3
22,4,6.6507110476484215,46182.03,554184.37,1,15503.61,618766.41,2262682.93,526,376123.27,10.64,36,0.3357,0.6787,Male,Divorced,Post Graduate,Self-employed,Personal Loan,1,1,0,3,3,5
61,2,8.115386408437185,50327.04,603924.5,2,7801.04,889098.82,3696272.04,880,1468992.22,10.57,12,0.155,2.4324,Male,Single,Post Graduate,Business,Agricultural Loan,0,1,2,3,0,0
35,2,15.270016423616518,49990.55,599886.64,1,17179.07,575745.86,815446.62,687,207527.05,11.42,240,0.3436,0.3459,Female,Married,PhD,Business,Education Loan,0,0,1,2,0,2
23,3,19.14300144848526,52953.35,635440.15,2,11591.23,284479.39,516422.79,700,799932.03,11.92,12,0.2189,1.2589,Female,Married,PhD,Salaried,Home Loan,0,0,1,2,2,4
31,2,28.813833632675475,15777.31,189327.68,1,6760.03,286836.02,330549.26,512,245200.2,9.43,60,0.4285,1.2951,Female,Single,High School,Salaried,Personal Loan,1,0,2,1,2,5
50,4,17.23259911577087,124189.12,1490269.47,4,24369.04,2231563.71,3525673.8,352,383906.49,9.31,60,0.1962,0.2576,Female,Divorced,Post Graduate,Student,Business Loan,1,0,0,3,4,1
60,0,2.8790729383839553,21450.58,257406.93,2,5022.35,142315.26,662154.39,438,185586.96,8.89,24,0.2341,0.721,Male,Single,PhD,Self-employed,Education Loan,1,1,2,2,3,2
38,4,11.007579674507152,35488.27,425859.2,3,7675.89,715339.82,1350976.28,717,243834.91,10.84,12,0.2163,0.5726,Female,Married,Graduate,Business,Home Loan,0,0,1,0,0,4
22,0,7.3250276138330825,91025.02,1092300.29,2,36916.24,1375745.98,5019256.32,442,615749.09,9.52,84,0.4056,0.5637,Male,Single,PhD,Government,Home Loan,1,1,2,2,1,4
52,4,7.632036617260496,115933.86,1391206.38,3,55283.02,746027.12,2809738.82,808,1245685.31,10.78,120,0.4768,0.8954,Female,Married,Post Graduate,Government,Gold Loan,0,0,1,3,1,3
28,0,15.161623482206078,58898.59,706783.09,4,9638.06,942194.89,3374284.29,785,620823.84,9.84,240,0.1636,0.8784,Female,Single,High School,Business,Home Loan,0,0,2,1,0,4
42,0,9.4999926951438,26827.51,321930.14,2,6371.91,170972.24,549792.74,736,565049.87,12.86,180,0.2375,1.7552,Female,Single,High School,Self-employed,Business Loan,0,0,2,1,3,1
26,1,8.679266494260723,39208.18,470498.19,0,13839.04,278392.13,819731.57,842,3399898.6,7.51,36,0.353,7.2262,Male,Married,Graduate,Self-employed,Business Loan,0,1,1,0,3,1
32,1,29.040568828393376,40142.08,481704.93,3,17971.24,823081.74,2205598.45,592,692769.36,11.01,240,0.4477,1.4382,Female,Married,Graduate,Government,Education Loan,1,0,1,0,1,2
60,4,17.51875878434726,41004.38,492052.61,2,10121.95,917608.66,4283025.41,583,209630.8,11.03,12,0.2469,0.426,Male,Single,Post Graduate,Business,Gold Loan,0,1,2,3,0,3
56,2,7.853364877909131,17360.77,208329.21,1,945.24,119933.41,124497.77,313,115079.28,9.69,84,0.0544,0.5524,Female,Single,Graduate,Government,Personal Loan,1,0,2,0,1,5
35,1,8.276082770103262,77347.67,928172.03,2,14257.94,1728347.11,2098141.67,571,599181.48,9.95,24,0.1843,0.6456,Male,Single,Post Graduate,Student,Personal Loan,0,1,2,3,4,5
48,0,24.33084339917763,39369.76,472437.17,3,10833.81,255603.21,759154.28,324,143599.47,12.6,240,0.2752,0.304,Female,Single,Post Graduate,Business,Gold Loan,1,0,2,3,0,3
38,4,26.594274756663008,23545.0,282539.99,0,4915.31,87049.38,202132.17,621,198557.65,8.96,240,0.2088,0.7028,Male,Married,PhD,Self-employed,Agricultural Loan,0,1,1,2,3,0
22,2,20.370936156615354,26929.14,323149.65,0,2511.89,62991.27,165851.03,402,563905.08,13.1,180,0.0933,1.745,Female,Divorced,Graduate,Government,Gold Loan,0,0,0,0,1,3
33,4,12.943404735444709,42698.11,512377.36,1,789.69,280467.02,1399921.44,339,1016563.1,13.27,120,0.0185,1.984,Female,Married,PhD,Salaried,Home Loan,0,0,1,2,2,4
35,0,22.93722032066228,15650.47,187805.6,4,5379.13,154324.09,632811.93,534,352020.27,11.55,84,0.3437,1.8744,Female,Divorced,PhD,Salaried,Agricultural Loan,1,0,0,2,2,0
40,1,28.12145674103815,61516.52,738198.25,0,30534.87,1373886.15,6195720.7,388,168567.42,12.41,24,0.4964,0.2283,Female,Married,Post Graduate,Student,Home Loan,1,0,1,3,4,4
49,1,4.986017020989232,41807.8,501693.59,4,19215.0,274661.94,679595.55,399,393501.3,11.29,48,0.4596,0.7843,Female,Divorced,Post Graduate,Salaried,Education Loan,1,0,0,3,2,2
62,3,25.85116944949562,92912.53,1114950.34,3,31742.21,873907.64,1711322.43,443,355873.1,10.68,120,0.3416,0.3192,Female,Married,Post Graduate,Student,Gold Loan,1,0,1,3,4,3
49,3,25.46467855028893,38045.96,456551.54,2,16008.41,680474.29,2770865.37,381,486092.8,13.77,84,0.4208,1.0647,Male,Divorced,Post Graduate,Student,Personal Loan,1,1,0,3,4,5
23,4,10.99505887070003,18936.36,227236.34,4,2421.28,150500.6,636663.33,888,169058.91,8.98,240,0.1279,0.744,Male,Single,PhD,Self-employed,Education Loan,0,1,2,2,3,2
39,4,8.753583281603145,17699.97,212399.61,3,5508.53,296305.73,948057.98,870,226450.26,8.08,60,0.3112,1.0662,Female,Single,High School,Self-employed,Personal Loan,0,0,2,1,3,5
23,2,16.959304382354624,28726.54,344718.45,3,870.47,314204.83,1440241.44,528,1003341.3,9.01,84,0.0303,2.9106,Male,Divorced,High School,Business,Agricultural Loan,1,1,0,1,0,0
34,1,8.168813367233952,30609.24,367310.86,3,10823.18,168908.94,822468.45,694,813418.0,11.3,84,0.3536,2.2145,Male,Single,High School,Government,Personal Loan,0,1,2,1,1,5
60,1,4.361319158999882,25839.07,310068.84,1,12530.3,462089.26,1332703.64,812,1122725.51,8.3,180,0.4849,3.6209,Female,Divorced,Post Graduate,Salaried,Education Loan,0,0,0,3,2,2
24,3,28.59236716750876,39225.74,470708.82,1,16882.7,63619.95,120284.12,496,100670.18,13.36,180,0.4304,0.2139,Male,Divorced,Graduate,Government,Personal Loan,1,1,0,0,1,5
31,0,14.740973702802785,25448.54,305382.52,4,6800.37,196556.94,603125.62,573,217748.4,9.88,84,0.2672,0.713,Female,Single,High School,Government,Gold Loan,1,0,2,1,1,3
51,0,14.167682512806847,42299.2,507590.44,3,16681.54,388821.7,1927829.65,889,977474.44,12.95,180,0.3944,1.9257,Female,Single,PhD,Student,Agricultural Loan,0,0,2,2,4,0
63,3,3.783094344722321,26571.94,318863.25,4,12540.61,306614.11,665876.15,882,710600.39,8.74,120,0.4719,2.2285,Male,Married,PhD,Salaried,Business Loan,0,1,1,2,2,1
52,4,15.124585957005626,53051.7,636620.42,0,5730.05,882620.76,3063044.69,861,612831.01,9.19,12,0.108,0.9626,Female,Divorced,Post Graduate,Self-employed,Gold Loan,0,0,0,3,3,3
47,1,22.284990461837037,30150.02,361800.19,4,11958.38,348724.58,1316761.21,671,331071.45,7.41,60,0.3966,0.9151,Male,Married,PhD,Government,Education Loan,0,1,1,2,1,2
50,1,7.441389105079724,76705.14,920461.68,2,10349.32,1125222.57,2088092.6,379,269375.87,8.8,60,0.1349,0.2927,Female,Divorced,PhD,Student,Personal Loan,0,0,0,2,4,5
63,1,11.06665971543552,53711.2,644534.4,3,23550.95,789711.41,2648562.94,534,453969.26,10.43,240,0.4385,0.7043,Male,Divorced,High School,Self-employed,Personal Loan,1,1,0,1,3,5
22,0,5.367458657517891,40788.33,489459.92,4,2005.86,390966.22,882812.69,586,309028.94,13.62,120,0.0492,0.6314,Female,Married,High School,Student,Home Loan,1,0,1,1,4,4
29,4,10.652271392483621,32060.94,384731.24,1,2856.92,720772.79,3183536.95,871,675014.34,9.72,120,0.0891,1.7545,Female,Single,PhD,Government,Vehicle Loan,0,0,2,2,1,6
48,0,25.83844650001673,14597.33,175168.0,2,5259.54,335514.43,1294754.98,844,455752.11,11.48,24,0.3603,2.6018,Male,Married,High School,Government,Education Loan,0,1,1,1,1,2
51,4,7.11180212336704,84806.68,1017680.21,4,7411.15,1219738.1,5251052.68,736,203429.66,9.99,180,0.0874,0.1999,Male,Single,PhD,Government,Business Loan,0,1,2,2,1,1
54,3,0.8862479405095125,24137.79,289653.43,4,1907.54,63938.34,115007.79,426,735240.21,7.33,36,0.079,2.5383,Female,Single,PhD,Salaried,Personal Loan,1,0,2,2,2,5
35,4,16.086695676369224,38347.3,460167.55,4,10650.33,471515.81,536725.89,716,1206728.33,10.52,240,0.2777,2.6224,Female,Divorced,High School,Salaried,Education Loan,0,0,0,1,2,2
45,0,17.384767640419312,44635.4,535624.83,1,18635.0,233962.91,1029928.77,340,1272924.06,7.46,84,0.4175,2.3765,Female,Married,Post Graduate,Government,Home Loan,1,0,1,3,1,4
56,1,9.867321726282897,32529.19,390350.26,4,4366.51,394056.44,1003668.37,768,758225.87,13.19,240,0.1342,1.9424,Female,Married,High School,Salaried,Education Loan,0,0,1,1,2,2
28,0,19.247062274391002,81859.58,982314.97,0,34427.61,436730.08,750690.81,596,766556.49,12.27,240,0.4206,0.7804,Male,Single,Post Graduate,Student,Gold Loan,1,1,2,3,4,3
29,3,1.137060814164269,17451.44,209417.28,0,7049.98,299967.06,410229.38,896,174735.55,9.65,120,0.404,0.8344,Male,Single,Graduate,Student,Personal Loan,0,1,2,0,4,5
57,1,10.217212734777455,102781.52,1233378.28,0,29760.67,292913.96,898075.13,341,258572.48,11.48,180,0.2896,0.2096,Male,Divorced,PhD,Business,Home Loan,0,1,0,2,0,4
59,0,4.337156112422605,54335.58,652026.96,4,17565.68,1245697.16,1993753.02,578,386668.79,7.78,24,0.3233,0.593,Female,Divorced,Graduate,Self-employed,Gold Loan,1,0,0,0,3,3
52,1,6.894182670642373,31324.24,375890.93,2,633.39,172084.29,562159.47,758,710738.13,11.92,60,0.0202,1.8908,Male,Single,PhD,Student,Vehicle Loan,0,1,2,2,4,6
37,3,11.476031241733732,31535.27,378423.29,1,5788.86,510716.78,1996507.4,332,273683.32,12.76,36,0.1836,0.7232,Male,Divorced,High School,Self-employed,Vehicle Loan,0,1,0,1,3,6
55,4,14.802317485144066,10000.0,120000.0,0,1316.97,220901.34,693681.61,575,346081.7,12.75,12,0.1317,2.884,Female,Single,Graduate,Business,Education Loan,1,0,2,0,0,2
57,4,2.7959842380486277,21830.43,261965.21,0,1637.32,146294.15,675118.11,389,692241.84,8.99,84,0.075,2.6425,Male,Married,Graduate,Business,Personal Loan,1,1,1,0,0,5
39,2,3.0395754588956967,29367.91,352414.88,2,5721.74,660449.82,1071433.54,823,493701.94,8.85,240,0.1948,1.4009,Female,Divorced,PhD,Self-employed,Vehicle Loan,0,0,0,2,3,6
64,1,20.221345733830024,40362.77,484353.18,0,7162.46,401186.4,1193856.07,459,577864.56,10.65,24,0.1775,1.1931,Male,Married,PhD,Government,Home Loan,0,1,1,2,1,4
49,3,12.12397208153109,77323.16,927877.87,1,28180.1,1785562.46,2951109.49,757,237416.58,13.77,240,0.3644,0.2559,Female,Single,Post Graduate,Self-employed,Personal Loan,0,0,2,3,3,5
27,0,5.2956585946410994,123318.7,1479824.45,2,36878.23,2878427.35,12963307.59,698,342362.6,13.44,180,0.299,0.2314,Female,Divorced,Post Graduate,Student,Business Loan,0,0,0,3,4,1
48,0,7.047512398606131,42760.08,513120.97,3,19522.12,227733.26,1076940.8,390,303873.91,9.52,240,0.4566,0.5922,Male,Single,High School,Self-employed,Home Loan,1,1,2,1,3,4
29,2,21.6016874424928,41083.65,493003.84,1,2986.94,826398.04,2148621.3,880,442082.26,12.46,60,0.0727,0.8967,Female,Married,Graduate,Student,Home Loan,0,0,1,0,4,4
48,0,1.5527655909303872,27059.38,324712.54,1,808.38,147437.98,327753.61,765,312856.01,13.45,24,0.0299,0.9635,Female,Divorced,Graduate,Student,Home Loan,0,0,0,0,4,4
26,3,15.262293521117632,12977.08,155724.95,4,3468.82,80563.45,170574.12,519,280671.09,8.83,84,0.2673,1.8024,Female,Married,Post Graduate,Student,Agricultural Loan,1,0,1,3,4,0
49,3,10.809637215535716,25248.65,302983.84,3,12.97,74102.51,328934.34,718,488953.2,12.81,120,0.0005,1.6138,Male,Married,High School,Government,Business Loan,0,1,1,1,1,1
37,4,24.33441435220052,32102.83,385233.92,3,12644.0,147684.23,550827.87,678,2367591.49,8.88,36,0.3939,6.1459,Male,Single,Graduate,Government,Vehicle Loan,0,1,2,0,1,6
36,1,23.703210582865,65201.43,782417.14,2,16495.08,1013297.76,4582509.64,746,705635.74,9.4,84,0.253,0.9019,Female,Married,PhD,Business,Education Loan,0,0,1,2,0,2
43,1,20.676048958210405,49598.15,595177.74,0,12103.57,562086.5,826304.99,445,106492.36,8.39,84,0.244,0.1789,Female,Married,PhD,Salaried,Vehicle Loan,0,0,1,2,2,6
51,0,11.543512150523192,41478.36,497740.32,3,7517.87,796040.97,2311791.91,532,585977.24,10.55,180,0.1812,1.1773,Female,Married,PhD,Government,Vehicle Loan,1,0,1,2,1,6
23,1,18.93708809078942,25630.03,307560.35,2,4805.3,221339.05,819998.41,670,293044.18,12.9,12,0.1875,0.9528,Female,Single,Graduate,Government,Agricultural Loan,0,0,2,0,1,0
41,2,19.19546239190393,11056.02,132672.19,3,2383.31,257365.97,1180888.48,533,208384.83,10.7,48,0.2156,1.5707,Female,Married,High School,Business,Education Loan,1,0,1,1,0,2
46,1,9.96599614799521,11463.76,137565.17,1,91.9,24613.49,62224.78,666,776912.13,7.86,12,0.008,5.6476,Male,Single,Post Graduate,Business,Gold Loan,0,1,2,3,0,3
56,0,26.399246430410795,13383.24,160598.83,3,559.06,32755.83,73777.93,780,470591.42,8.76,180,0.0418,2.9302,Female,Divorced,Post Graduate,Business,Home Loan,0,0,0,3,0,4
62,1,29.545725944434277,30479.09,365749.02,0,7696.7,522156.19,2428998.96,872,3233570.04,10.94,24,0.2525,8.841,Female,Divorced,Post Graduate,Self-employed,Business Loan,0,0,0,3,3,1
57,3,9.433199143370533,65935.13,791221.56,2,4949.17,1411894.95,1680342.88,662,403761.95,11.08,180,0.0751,0.5103,Female,Single,PhD,Student,Gold Loan,0,0,2,2,4,3
42,3,24.036819032109364,64876.41,778516.91,0,25261.66,1251887.92,3653487.11,889,369172.53,11.04,36,0.3894,0.4742,Female,Divorced,Graduate,Government,Home Loan,0,0,0,0,1,4
62,4,15.027247994775136,58467.68,701612.2,4,8024.26,717152.5,2032773.24,810,1152816.86,7.54,180,0.1372,1.6431,Male,Married,Graduate,Student,Gold Loan,0,1,1,0,4,3
32,4,13.909571905906386,26660.62,319927.4,0,1305.03,192003.13,304176.28,394,450258.42,12.28,84,0.0489,1.4074,Male,Married,Post Graduate,Salaried,Home Loan,0,1,1,3,2,4
62,4,11.596887145266008,72153.99,865847.91,0,8485.67,94477.37,243732.76,515,189891.45,13.37,12,0.1176,0.2193,Male,Single,Post Graduate,Business,Education Loan,0,1,2,3,0,2
33,4,8.760759469669038,20771.93,249263.11,2,3708.81,264164.55,1027705.49,842,218685.53,10.57,120,0.1785,0.8773,Female,Married,Graduate,Salaried,Agricultural Loan,0,0,1,0,2,0
31,1,27.58523586580459,60599.15,727189.74,1,1070.08,723531.52,1785295.06,434,340186.6,12.03,120,0.0177,0.4678,Female,Divorced,Post Graduate,Business,Education Loan,0,0,0,3,0,2
36,0,22.22445125756693,13296.47,159557.69,3,941.89,118573.38,265443.34,382,748712.71,13.4,84,0.0708,4.6924,Female,Divorced,Graduate,Business,Business Loan,1,0,0,0,0,1
28,1,13.221087903324003,17921.07,215052.9,3,2901.84,256193.84,1057461.09,690,1224082.34,11.5,12,0.1619,5.692,Female,Single,PhD,Salaried,Education Loan,0,0,2,2,2,2
60,0,22.546938480089942,97887.0,1174644.01,2,15196.0,1738741.15,8615221.82,346,840337.92,11.72,60,0.1552,0.7154,Male,Divorced,Post Graduate,Student,Personal Loan,0,1,0,3,4,5
60,0,21.55799067805703,32134.94,385619.3,2,12860.19,550164.0,2265250.46,691,696919.79,12.05,12,0.4002,1.8073,Female,Divorced,Post Graduate,Salaried,Business Loan,0,0,0,3,2,1
22,0,8.020125054373382,24134.99,289619.92,1,10175.98,170267.92,746688.38,684,1063951.61,8.82,12,0.4216,3.6736,Male,Divorced,Graduate,Self-employed,Business Loan,0,1,0,0,3,1
50,0,5.283969027359392,70379.35,844552.24,1,6806.34,1017825.14,4842815.09,680,727186.39,11.08,84,0.0967,0.861,Female,Single,High School,Government,Home Loan,0,0,2,1,1,4
50,3,25.088975740962702,75389.48,904673.72,4,4671.88,333358.17,1402467.77,376,214790.28,12.9,180,0.062,0.2374,Male,Single,Post Graduate,Government,Agricultural Loan,1,1,2,3,1,0
32,0,24.342186390553113,28002.01,336024.1,3,8878.91,106319.21,523241.2,558,370790.89,9.07,12,0.3171,1.1035,Male,Married,High School,Student,Education Loan,1,1,1,1,4,2
30,1,29.90588016200132,42919.35,515032.21,3,17266.96,818673.06,3265799.03,698,292963.53,13.28,24,0.4023,0.5688,Male,Divorced,High School,Student,Gold Loan,0,1,0,1,4,3
